District,Block,Village,Year,OID_,total_household,household_with_connection,connection_percentage
Ri Bhoi,Umsning,Umshorshor,2022-2023,462567,75,75,100.0
Ri Bhoi,Umsning,Umsmu,2022-2023,462568,47,47,100.0
Ri Bhoi,Umsning,Umsning Khliehiew,2022-2023,462569,246,246,100.0
Ri Bhoi,Umsning,Umsning Patarim,2022-2023,462570,297,297,100.0
Ri Bhoi,Umsning,Umsohmathan,2022-2023,462571,70,70,100.0
Ri Bhoi,Umsning,Umtangling,2022-2023,462572,95,95,100.0
Ri Bhoi,Umsning,Umtham,2022-2023,462573,75,75,100.0
Ri Bhoi,Umsning,Umtlieh,2022-2023,462574,217,217,100.0
Ri Bhoi,Umsning,Umtngam,2022-2023,462575,111,111,100.0
Ri Bhoi,Umsning,Urbania,2022-2023,462576,3,3,100.0
Ri Bhoi,Umsning,Wahmyntait,2022-2023,462577,33,33,100.0
South Garo Hills,Baghmara,Agrenggitim,2022-2023,462578,62,62,100.0
South Garo Hills,Baghmara,Agronggre,2022-2023,462579,52,52,100.0
South Garo Hills,Baghmara,Asokgre,2022-2023,462580,68,68,100.0
South Garo Hills,Baghmara,Balkal Asim,2022-2023,462581,72,72,100.0
South Garo Hills,Baghmara,Chibe Songganget,2022-2023,462582,23,23,100.0
South Garo Hills,Baghmara,Chibrenggre,2022-2023,462583,347,347,100.0
South Garo Hills,Baghmara,Darang Nengsrangittim,2022-2023,462584,35,35,100.0
South Garo Hills,Baghmara,Darang-akepgittim,2022-2023,462585,79,79,100.0
South Garo Hills,Baghmara,Darit Asim,2022-2023,462586,88,88,100.0
South Garo Hills,Baghmara,Dasanggre,2022-2023,462587,76,76,100.0
South Garo Hills,Baghmara,Era Aning,2022-2023,462588,133,133,100.0
South Garo Hills,Baghmara,Gare Chigitchak,2022-2023,462589,17,17,100.0
South Garo Hills,Baghmara,Gare Nengjabing,2022-2023,462590,61,61,100.0
South Garo Hills,Baghmara,Gare Songmong,2022-2023,462591,96,96,100.0
South Garo Hills,Baghmara,Jadigittim,2022-2023,462592,260,260,100.0
South Garo Hills,Baghmara,Maraika Chiring,2022-2023,462593,37,37,100.0
South Garo Hills,Baghmara,Netri,2022-2023,462594,79,79,100.0
South Garo Hills,Baghmara,Pattargittim,2022-2023,462595,220,220,100.0
South Garo Hills,Baghmara,Rasnagre,2022-2023,462596,84,84,100.0
South Garo Hills,Baghmara,Rompa Asim,2022-2023,462597,106,106,100.0
South Garo Hills,Baghmara,Sibbari,2022-2023,462598,43,43,100.0
South Garo Hills,Baghmara,Siju Asakbanda,2022-2023,462599,96,96,100.0
South Garo Hills,Chokpot,Adilmagre,2022-2023,462600,23,23,100.0
South Garo Hills,Chokpot,Akoksigre,2022-2023,462601,22,22,100.0
South Garo Hills,Chokpot,Alanokatagiri,2022-2023,462602,17,17,100.0
South Garo Hills,Chokpot,Alarongpakgiri,2022-2023,462603,11,11,100.0
South Garo Hills,Chokpot,Chianggalgre,2022-2023,462604,28,28,100.0
South Garo Hills,Chokpot,Darengsagiri,2022-2023,462605,32,32,100.0
South Garo Hills,Chokpot,Dendamgre,2022-2023,462606,38,38,100.0
South Garo Hills,Chokpot,Digranggre,2022-2023,462607,20,20,100.0
South Garo Hills,Chokpot,Durabanda Agitok,2022-2023,462608,125,125,100.0
South Garo Hills,Chokpot,Jetragre,2022-2023,462609,97,97,100.0
South Garo Hills,Chokpot,Kemranggre,2022-2023,462610,89,89,100.0
South Garo Hills,Chokpot,Kilbolma Asimgre,2022-2023,462611,6,6,100.0
South Garo Hills,Chokpot,Kilbolma Damalgre,2022-2023,462612,50,50,100.0
South Garo Hills,Chokpot,Kilbolmagre,2022-2023,462613,43,43,100.0
South Garo Hills,Chokpot,Mandangredingre,2022-2023,462614,41,41,100.0
South Garo Hills,Chokpot,Megapgre,2022-2023,462615,25,25,100.0
South Garo Hills,Chokpot,Mitap Bodolagre,2022-2023,462616,94,94,100.0
South Garo Hills,Chokpot,Mitap Songmong,2022-2023,462617,71,71,100.0
South Garo Hills,Chokpot,Nanil Songgital,2022-2023,462618,33,33,100.0
South Garo Hills,Chokpot,Nanil Songmong,2022-2023,462619,29,29,100.0
South Garo Hills,Chokpot,Palwalgre,2022-2023,462620,22,22,100.0
South Garo Hills,Chokpot,Papa Asakgre,2022-2023,462621,34,34,100.0
South Garo Hills,Chokpot,Papa Songgital,2022-2023,462622,22,22,100.0
South Garo Hills,Chokpot,Papa Songmong,2022-2023,462623,45,45,100.0
South Garo Hills,Chokpot,Reni-badimagre,2022-2023,462624,52,52,100.0
South Garo Hills,Chokpot,Rongjajonggre,2022-2023,462625,27,27,100.0
South Garo Hills,Chokpot,Rongpakgre,2022-2023,462626,54,54,100.0
South Garo Hills,Chokpot,Rongrikimgre,2022-2023,462627,170,170,100.0
South Garo Hills,Gasuapara,Bandapara,2022-2023,462628,70,70,100.0
South Garo Hills,Gasuapara,Bilkona,2022-2023,462629,114,114,100.0
South Garo Hills,Gasuapara,Chitompagre,2022-2023,462630,31,31,100.0
South Garo Hills,Gasuapara,Chitlonggre,2022-2023,462631,12,12,100.0
South Garo Hills,Gasuapara,Dasing Bibra,2022-2023,462632,13,13,100.0
South Garo Hills,Gasuapara,Dasing Nokat,2022-2023,462633,12,12,100.0
South Garo Hills,Gasuapara,Dasinggiri,2022-2023,462634,8,8,100.0
South Garo Hills,Gasuapara,Dompaigre,2022-2023,462635,15,15,100.0
South Garo Hills,Gasuapara,Dumnikura,2022-2023,462636,97,97,100.0
South Garo Hills,Gasuapara,Guripara,2022-2023,462637,45,45,100.0
South Garo Hills,Gasuapara,Jatrakona,2022-2023,462638,80,80,100.0
South Garo Hills,Gasuapara,Konkona,2022-2023,462639,47,47,100.0
South Garo Hills,Gasuapara,Mandanggre,2022-2023,462640,51,51,100.0
South Garo Hills,Gasuapara,Mangkeng Nokat,2022-2023,462641,54,54,100.0
South Garo Hills,Gasuapara,Mangkeng Songma,2022-2023,462642,15,15,100.0
South Garo Hills,Gasuapara,Nagrajhora,2022-2023,462643,95,95,100.0
South Garo Hills,Gasuapara,Pikapara,2022-2023,462644,30,30,100.0
South Garo Hills,Gasuapara,Ramchengga,2022-2023,462645,155,155,100.0
South Garo Hills,Gasuapara,Rangmai Chigitchak,2022-2023,462646,11,11,100.0
South Garo Hills,Gasuapara,Rangmai Songmong,2022-2023,462647,7,7,100.0
South Garo Hills,Gasuapara,Rangra Jalang,2022-2023,462648,10,10,100.0
South Garo Hills,Gasuapara,Rangra Kantalu,2022-2023,462649,14,14,100.0
South Garo Hills,Gasuapara,Renggua,2022-2023,462650,25,25,100.0
South Garo Hills,Gasuapara,Rongmai Jongjanggittim,2022-2023,462651,5,5,100.0
South Garo Hills,Gasuapara,Sibbari New Market,2022-2023,462652,45,45,100.0
South Garo Hills,Gasuapara,Silanggiri,2022-2023,462653,30,30,100.0
South Garo Hills,Rongara,Batlaban,2022-2023,462654,45,45,100.0
South Garo Hills,Rongara,Bilkona,2022-2023,462655,22,22,100.0
South Garo Hills,Rongara,Dambuk Aga,2022-2023,462656,38,38,100.0
South Garo Hills,Rongara,Dilsinggiri,2022-2023,462657,88,88,100.0
South Garo Hills,Rongara,Dulbeta,2022-2023,462658,95,95,100.0
South Garo Hills,Rongara,Galasora,2022-2023,462659,28,28,100.0
South Garo Hills,Rongara,Gaobari,2022-2023,462660,82,82,100.0
South Garo Hills,Rongara,Gulpani Nokat,2022-2023,462661,102,102,100.0
South Garo Hills,Rongara,Gulpani Songmong,2022-2023,462662,81,81,100.0
South Garo Hills,Rongara,Gulpanibibra,2022-2023,462663,80,80,100.0
South Garo Hills,Rongara,Halwa Attong,2022-2023,462664,118,118,100.0
South Garo Hills,Rongara,Hatisia,2022-2023,462665,37,37,100.0
South Garo Hills,Rongara,Kanai,2022-2023,462666,31,31,100.0
South Garo Hills,Rongara,Kasarisora,2022-2023,462667,54,54,100.0
South Garo Hills,Rongara,Matchakol,2022-2023,462668,16,16,100.0
South Garo Hills,Rongara,Newaram,2022-2023,462669,42,42,100.0
South Garo Hills,Rongara,Oripur,2022-2023,462670,59,59,100.0
South Garo Hills,Rongara,Panda-bolsilgre,2022-2023,462671,79,79,100.0
South Garo Hills,Rongara,Pandachikasin,2022-2023,462672,27,27,100.0
South Garo Hills,Rongara,Rongru Asim,2022-2023,462673,16,16,100.0
South West Garo Hills,Betasing,Baladinggre,2022-2023,462674,65,65,100.0
South West Garo Hills,Betasing,Balalgre,2022-2023,462675,48,48,100.0
South West Garo Hills,Betasing,Ballonggre,2022-2023,462676,190,190,100.0
South West Garo Hills,Betasing,Bandalkona,2022-2023,462677,104,104,100.0
South West Garo Hills,Betasing,Belbari,2022-2023,462678,141,141,100.0
South West Garo Hills,Betasing,Betasing Bazar,2022-2023,462679,78,78,100.0
South West Garo Hills,Betasing,Betasing Block Hqs,2022-2023,462680,52,52,100.0
South West Garo Hills,Betasing,Betasing Hajongpara,2022-2023,462681,126,126,100.0
South West Garo Hills,Betasing,Betasing Kongpara,2022-2023,462682,100,100,100.0
South West Garo Hills,Betasing,Bolgangre,2022-2023,462683,100,100,100.0
South West Garo Hills,Betasing,Bolsalgre,2022-2023,462684,116,116,100.0
South West Garo Hills,Betasing,Borolatri,2022-2023,462685,82,82,100.0
South West Garo Hills,Betasing,Chengkompara,2022-2023,462686,172,172,100.0
South West Garo Hills,Betasing,Chillipara Songma,2022-2023,462687,113,113,100.0
South West Garo Hills,Betasing,Chondonpara,2022-2023,462688,128,128,100.0
South West Garo Hills,Betasing,Dalbotpara,2022-2023,462689,61,61,100.0
South West Garo Hills,Betasing,Damdama,2022-2023,462690,39,39,100.0
South West Garo Hills,Betasing,Darambok,2022-2023,462691,111,111,100.0
South West Garo Hills,Betasing,Dombagiri,2022-2023,462692,125,125,100.0
South West Garo Hills,Betasing,Gambagre,2022-2023,462693,67,67,100.0
South West Garo Hills,Betasing,Gasura,2022-2023,462694,149,149,100.0
South West Garo Hills,Betasing,Godalgri,2022-2023,462695,86,86,100.0
South West Garo Hills,Betasing,Hathisil,2022-2023,462696,110,110,100.0
South West Garo Hills,Betasing,Jewilgre,2022-2023,462697,72,72,100.0
South West Garo Hills,Betasing,Jongchetpara Christian,2022-2023,462698,65,65,100.0
South West Garo Hills,Betasing,Jongchetpara Songma,2022-2023,462699,72,72,100.0
South West Garo Hills,Betasing,Joyfar,2022-2023,462700,216,216,100.0
South West Garo Hills,Betasing,Kashra,2022-2023,462701,63,63,100.0
South West Garo Hills,Betasing,Kashra Hajong,2022-2023,462702,61,61,100.0
South West Garo Hills,Betasing,Kharughaon .,2022-2023,462703,88,88,100.0
South West Garo Hills,Betasing,Latregri,2022-2023,462704,90,90,100.0
South West Garo Hills,Betasing,Monabari,2022-2023,462705,139,139,100.0
South West Garo Hills,Betasing,Nagrasket,2022-2023,462706,82,82,100.0
South West Garo Hills,Betasing,Nirghini,2022-2023,462707,180,180,100.0
South West Garo Hills,Betasing,Rangapani,2022-2023,462708,64,64,100.0
South West Garo Hills,Betasing,Rongsang Barenggri,2022-2023,462709,63,63,100.0
South West Garo Hills,Betasing,Shipragaon,2022-2023,462710,95,95,100.0
South West Garo Hills,Betasing,Sulguri,2022-2023,462711,135,135,100.0
South West Garo Hills,Betasing,Tiksali,2022-2023,462712,16,16,100.0
South West Garo Hills,Zikzak,Amtuli,2022-2023,462713,61,61,100.0
South West Garo Hills,Zikzak,Anangpara -songsarek,2022-2023,462714,77,77,100.0
South West Garo Hills,Zikzak,Anangpara Christian Gittim,2022-2023,462715,80,80,100.0
South West Garo Hills,Zikzak,Balughat,2022-2023,462716,115,115,100.0
South West Garo Hills,Zikzak,Balughat B,2022-2023,462717,55,55,100.0
South West Garo Hills,Zikzak,Banangpara,2022-2023,462718,38,38,100.0
South West Garo Hills,Zikzak,Banangpara,2022-2023,462719,38,38,100.0
South West Garo Hills,Zikzak,Beparipara,2022-2023,462720,160,160,100.0
South West Garo Hills,Zikzak,Boldam-akonggre,2022-2023,462721,50,50,100.0
South West Garo Hills,Zikzak,Boldamsonggitalgre,2022-2023,462722,37,37,100.0
South West Garo Hills,Zikzak,Bollonggiri A (diglakona),2022-2023,462723,68,68,100.0
South West Garo Hills,Zikzak,Bollonggiri B,2022-2023,462724,83,83,100.0
South West Garo Hills,Zikzak,Bollonggre-i,2022-2023,462725,65,65,100.0
South West Garo Hills,Zikzak,Bollonggre-ii,2022-2023,462726,100,100,100.0
South West Garo Hills,Zikzak,Bonbhanga,2022-2023,462727,66,66,100.0
South West Garo Hills,Zikzak,Bortola,2022-2023,462728,38,38,100.0
South West Garo Hills,Zikzak,Chapahati -i,2022-2023,462729,229,229,100.0
South West Garo Hills,Zikzak,Chapahati -ii,2022-2023,462730,59,59,100.0
South West Garo Hills,Zikzak,Chapahati -iii,2022-2023,462731,123,123,100.0
South West Garo Hills,Zikzak,Chelapara,2022-2023,462732,200,200,100.0
South West Garo Hills,Zikzak,Chelapara,2022-2023,462733,200,200,100.0
South West Garo Hills,Zikzak,Chipragiri,2022-2023,462734,48,48,100.0
South West Garo Hills,Zikzak,Dangsapara,2022-2023,462735,58,58,100.0
South West Garo Hills,Zikzak,Daspara,2022-2023,462736,340,340,100.0
South West Garo Hills,Zikzak,Dhoramchas,2022-2023,462737,145,145,100.0
South West Garo Hills,Zikzak,Dhulipara,2022-2023,462738,62,62,100.0
South West Garo Hills,Zikzak,Dimiligre,2022-2023,462739,50,50,100.0
South West Garo Hills,Zikzak,Dinangpara,2022-2023,462740,125,125,100.0
South West Garo Hills,Zikzak,Dola-agia,2022-2023,462741,25,25,100.0
South West Garo Hills,Zikzak,Dorgapara,2022-2023,462742,99,99,100.0
South West Garo Hills,Zikzak,Dufrigaon,2022-2023,462743,94,94,100.0
South West Garo Hills,Zikzak,Dufrigaon Koch,2022-2023,462744,120,120,100.0
South West Garo Hills,Zikzak,Dahagulipara,2022-2023,462745,46,46,100.0
South West Garo Hills,Zikzak,Fakir Para,2022-2023,462746,111,111,100.0
South West Garo Hills,Zikzak,Ghegapara,2022-2023,462747,310,310,100.0
South West Garo Hills,Zikzak,Ghilajuripara,2022-2023,462748,70,70,100.0
South West Garo Hills,Zikzak,Gofrai,2022-2023,462749,49,49,100.0
South West Garo Hills,Zikzak,Gorbhuipara,2022-2023,462750,69,69,100.0
South West Garo Hills,Zikzak,Gugrakandi,2022-2023,462751,227,227,100.0
South West Garo Hills,Zikzak,Hatibbelpara,2022-2023,462752,59,59,100.0
South West Garo Hills,Zikzak,Kalaichar.,2022-2023,462753,75,75,100.0
South West Garo Hills,Zikzak,Kalaipara,2022-2023,462754,54,54,100.0
South West Garo Hills,Zikzak,Kaligaon,2022-2023,462755,117,117,100.0
South West Garo Hills,Zikzak,Kamampara,2022-2023,462756,179,179,100.0
South West Garo Hills,Zikzak,Kambakpara,2022-2023,462757,148,148,100.0
South West Garo Hills,Zikzak,Kambakpara Ameshgittim,2022-2023,462758,54,54,100.0
South West Garo Hills,Zikzak,Karipara,2022-2023,462759,119,119,100.0
South West Garo Hills,Zikzak,Katuli (bazar),2022-2023,462760,29,29,100.0
South West Garo Hills,Zikzak,Katuli Gaon,2022-2023,462761,96,96,100.0
South West Garo Hills,Zikzak,Katuli Arahura,2022-2023,462762,30,30,100.0
South West Garo Hills,Zikzak,Katuligiri (garo),2022-2023,462763,84,84,100.0
South West Garo Hills,Zikzak,Kimdegiri,2022-2023,462764,28,28,100.0
South West Garo Hills,Zikzak,Kisanpara,2022-2023,462765,28,28,100.0
South West Garo Hills,Zikzak,Kodaldhowa,2022-2023,462766,146,146,100.0
South West Garo Hills,Zikzak,Kongbangpara,2022-2023,462767,60,60,100.0
South West Garo Hills,Zikzak,Kukurmua,2022-2023,462768,388,388,100.0
South West Garo Hills,Zikzak,Lokaichar,2022-2023,462769,244,244,100.0
South West Garo Hills,Zikzak,Magurmari,2022-2023,462770,174,174,100.0
South West Garo Hills,Zikzak,Mahendraganj Bazar,2022-2023,462771,184,184,100.0
South West Garo Hills,Zikzak,Majechar - Ii Barman,2022-2023,462772,196,196,100.0
South West Garo Hills,Zikzak,Malipara,2022-2023,462773,35,35,100.0
South West Garo Hills,Zikzak,Malmua,2022-2023,462774,50,50,100.0
South West Garo Hills,Zikzak,Mandalgiri,2022-2023,462775,53,53,100.0
South West Garo Hills,Zikzak,Merenggipara,2022-2023,462776,180,180,100.0
South West Garo Hills,Zikzak,Nandichar -i,2022-2023,462777,739,739,100.0
South West Garo Hills,Zikzak,Nandichar -ii,2022-2023,462778,670,670,100.0
South West Garo Hills,Zikzak,Nogorpara,2022-2023,462779,110,110,100.0
South West Garo Hills,Zikzak,Noonmati,2022-2023,462780,60,60,100.0
South West Garo Hills,Zikzak,Okchokgiri.,2022-2023,462781,36,36,100.0
South West Garo Hills,Zikzak,Paglipara,2022-2023,462782,16,16,100.0
South West Garo Hills,Zikzak,Patijora,2022-2023,462783,96,96,100.0
South West Garo Hills,Zikzak,Paulpara,2022-2023,462784,291,291,100.0
South West Garo Hills,Zikzak,Robidaspara Ii,2022-2023,462785,69,69,100.0
South West Garo Hills,Zikzak,Rabidaspara-i,2022-2023,462786,89,89,100.0
South West Garo Hills,Zikzak,Rongchungiri,2022-2023,462787,52,52,100.0
South West Garo Hills,Zikzak,Silbaripara,2022-2023,462788,126,126,100.0
South West Garo Hills,Zikzak,Sindilgiri.,2022-2023,462789,90,90,100.0
South West Garo Hills,Zikzak,Tarapara,2022-2023,462790,206,206,100.0
South West Garo Hills,Zikzak,Tongruchar,2022-2023,462791,674,674,100.0
South West Garo Hills,Zikzak,Ullubaripara,2022-2023,462792,125,125,100.0
South West Khasi Hills,Mawkyrwat,Dewlieh,2022-2023,462793,6,6,100.0
South West Khasi Hills,Mawkyrwat,Diwah Shadmoit,2022-2023,462794,67,67,100.0
South West Khasi Hills,Mawkyrwat,Domjyrti,2022-2023,462795,148,148,100.0
South West Khasi Hills,Mawkyrwat,Domtynrong,2022-2023,462796,46,46,100.0
South West Khasi Hills,Mawkyrwat,Lawblei,2022-2023,462797,104,104,100.0
South West Khasi Hills,Mawkyrwat,Lumpyngad,2022-2023,462798,18,18,100.0
South West Khasi Hills,Mawkyrwat,Manad,2022-2023,462799,133,133,100.0
South West Khasi Hills,Mawkyrwat,Mawbidong,2022-2023,462800,110,110,100.0
South West Khasi Hills,Mawkyrwat,Mawkohphet,2022-2023,462801,114,114,100.0
South West Khasi Hills,Mawkyrwat,Mawpat,2022-2023,462802,72,72,100.0
South West Khasi Hills,Mawkyrwat,Mawrap,2022-2023,462803,45,45,100.0
South West Khasi Hills,Mawkyrwat,Mawsde,2022-2023,462804,25,25,100.0
South West Khasi Hills,Mawkyrwat,Mawtangden,2022-2023,462805,27,27,100.0
South West Khasi Hills,Mawkyrwat,Mawthanrew-mawlyngad,2022-2023,462806,90,90,100.0
South West Khasi Hills,Mawkyrwat,New Dewlieh,2022-2023,462807,5,5,100.0
South West Khasi Hills,Mawkyrwat,Nongdilon,2022-2023,462808,9,9,100.0
South West Khasi Hills,Mawkyrwat,Nongrim Mawpat,2022-2023,462809,37,37,100.0
South West Khasi Hills,Mawkyrwat,Nongsynrieh,2022-2023,462810,150,150,100.0
South West Khasi Hills,Mawkyrwat,Phlangmawtangdiar,2022-2023,462811,15,15,100.0
South West Khasi Hills,Mawkyrwat,Photjalei,2022-2023,462812,28,28,100.0
South West Khasi Hills,Mawkyrwat,Pynden Lyngdoh,2022-2023,462813,51,51,100.0
South West Khasi Hills,Mawkyrwat,Pynden Mawthawiang,2022-2023,462814,82,82,100.0
South West Khasi Hills,Mawkyrwat,Pyndendiwah,2022-2023,462815,66,66,100.0
South West Khasi Hills,Mawkyrwat,Pyndenmawlieh,2022-2023,462816,18,18,100.0
South West Khasi Hills,Mawkyrwat,Rangthong Nongbah,2022-2023,462817,203,203,100.0
South West Khasi Hills,Mawkyrwat,Tynnai,2022-2023,462818,96,96,100.0
South West Khasi Hills,Mawkyrwat,Umdohlun,2022-2023,462819,46,46,100.0
South West Khasi Hills,Mawkyrwat,Umjarain,2022-2023,462820,76,76,100.0
South West Khasi Hills,Ranikor,Arphewsan Mile,2022-2023,462821,20,20,100.0
South West Khasi Hills,Ranikor,Assimgittim,2022-2023,462822,47,47,100.0
South West Khasi Hills,Ranikor,Bolabeta,2022-2023,462823,81,81,100.0
South West Khasi Hills,Ranikor,Cheragoan,2022-2023,462824,43,43,100.0
South West Khasi Hills,Ranikor,Chikonbari-a,2022-2023,462825,33,33,100.0
South West Khasi Hills,Ranikor,Chikonbari - B,2022-2023,462826,38,38,100.0
South West Khasi Hills,Ranikor,Chimasora,2022-2023,462827,68,68,100.0
South West Khasi Hills,Ranikor,Chintusora,2022-2023,462828,65,65,100.0
South West Khasi Hills,Ranikor,Chipapara,2022-2023,462829,36,36,100.0
South West Khasi Hills,Ranikor,Chitogre,2022-2023,462830,46,46,100.0
South West Khasi Hills,Ranikor,Di Tum Tum,2022-2023,462831,35,35,100.0
South West Khasi Hills,Ranikor,Dirang,2022-2023,462832,85,85,100.0
South West Khasi Hills,Ranikor,Domlenar,2022-2023,462833,31,31,100.0
South West Khasi Hills,Ranikor,Ganganagar - A,2022-2023,462834,35,35,100.0
South West Khasi Hills,Ranikor,Jamadwar,2022-2023,462835,51,51,100.0
South West Khasi Hills,Ranikor,Khadphra,2022-2023,462836,30,30,100.0
South West Khasi Hills,Ranikor,Kolomboit,2022-2023,462837,13,13,100.0
South West Khasi Hills,Ranikor,Koltapara,2022-2023,462838,64,64,100.0
South West Khasi Hills,Ranikor,Koraigora,2022-2023,462839,197,197,100.0
South West Khasi Hills,Ranikor,Lakma,2022-2023,462840,61,61,100.0
South West Khasi Hills,Ranikor,Largoan,2022-2023,462841,48,48,100.0
South West Khasi Hills,Ranikor,Makbilkol,2022-2023,462842,48,48,100.0
South West Khasi Hills,Ranikor,Mawhati,2022-2023,462843,74,74,100.0
South West Khasi Hills,Ranikor,Mawlongbah,2022-2023,462844,67,67,100.0
South West Khasi Hills,Ranikor,Mawphansaw,2022-2023,462845,17,17,100.0
South West Khasi Hills,Ranikor,Mawphuli,2022-2023,462846,4,4,100.0
South West Khasi Hills,Ranikor,Mawpyllun,2022-2023,462847,105,105,100.0
South West Khasi Hills,Ranikor,Mawtaiem,2022-2023,462848,9,9,100.0
South West Khasi Hills,Ranikor,Mawthabah,2022-2023,462849,23,23,100.0
South West Khasi Hills,Ranikor,Mawthungmyllang,2022-2023,462850,45,45,100.0
South West Khasi Hills,Ranikor,Munai,2022-2023,462851,74,74,100.0
South West Khasi Hills,Ranikor,Munaisora,2022-2023,462852,95,95,100.0
South West Khasi Hills,Ranikor,Myriaw,2022-2023,462853,46,46,100.0
South West Khasi Hills,Ranikor,Noasora,2022-2023,462854,73,73,100.0
South West Khasi Hills,Ranikor,Nolikata,2022-2023,462855,83,83,100.0
South West Khasi Hills,Ranikor,Nongbah Jynrin,2022-2023,462856,10,10,100.0
South West Khasi Hills,Ranikor,Nongdewsaw,2022-2023,462857,8,8,100.0
South West Khasi Hills,Ranikor,Nongkulang,2022-2023,462858,148,148,100.0
South West Khasi Hills,Ranikor,Nongkynbah,2022-2023,462859,83,83,100.0
South West Khasi Hills,Ranikor,Nongpdengkynbah,2022-2023,462860,49,49,100.0
South West Khasi Hills,Ranikor,Pamdaba,2022-2023,462861,69,69,100.0
South West Khasi Hills,Ranikor,Panchering A,2022-2023,462862,121,121,100.0
South West Khasi Hills,Ranikor,Panchering B,2022-2023,462863,53,53,100.0
South West Khasi Hills,Ranikor,Phlangdiloin,2022-2023,462864,165,165,100.0
South West Khasi Hills,Ranikor,Phlangmawprah,2022-2023,462865,42,42,100.0
South West Khasi Hills,Ranikor,Photeitsim,2022-2023,462866,16,16,100.0
South West Khasi Hills,Ranikor,Photkroh,2022-2023,462867,62,62,100.0
South West Khasi Hills,Ranikor,Photkylla,2022-2023,462868,38,38,100.0
South West Khasi Hills,Ranikor,Pormawdar,2022-2023,462869,44,44,100.0
South West Khasi Hills,Ranikor,Pyndenlaru,2022-2023,462870,20,20,100.0
South West Khasi Hills,Ranikor,Pyndensynia,2022-2023,462871,62,62,100.0
South West Khasi Hills,Ranikor,Pyndenwar,2022-2023,462872,13,13,100.0
South West Khasi Hills,Ranikor,Ranikor,2022-2023,462873,138,138,100.0
South West Khasi Hills,Ranikor,Rongdigre (khongjoy - B),2022-2023,462874,74,74,100.0
South West Khasi Hills,Ranikor,Rongdusora,2022-2023,462875,75,75,100.0
South West Khasi Hills,Ranikor,Sarin,2022-2023,462876,115,115,100.0
South West Khasi Hills,Ranikor,Songdongktieh,2022-2023,462877,45,45,100.0
South West Khasi Hills,Ranikor,Thangrai,2022-2023,462878,83,83,100.0
South West Khasi Hills,Ranikor,Tilagaon,2022-2023,462879,76,76,100.0
South West Khasi Hills,Ranikor,Umpung,2022-2023,462880,122,122,100.0
South West Khasi Hills,Ranikor,Upper Poksora,2022-2023,462881,69,69,100.0
South West Khasi Hills,Ranikor,Upper Rajapara,2022-2023,462882,59,59,100.0
South West Khasi Hills,Ranikor,Wahbamon,2022-2023,462883,9,9,100.0
South West Khasi Hills,Ranikor,Amphanggre,2022-2023,462884,46,46,100.0
West Garo Hills,Dadenggiri,Ajrigre,2022-2023,462885,83,83,100.0
West Garo Hills,Dadenggiri,Baljek Aduma Lower,2022-2023,462886,95,95,100.0
West Garo Hills,Dadenggiri,Chenggalgre,2022-2023,462887,69,69,100.0
West Garo Hills,Dadenggiri,Chibongapal,2022-2023,462888,56,56,100.0
West Garo Hills,Dadenggiri,Dagalgre,2022-2023,462889,46,46,100.0
West Garo Hills,Dadenggiri,Dilsigre,2022-2023,462890,155,155,100.0
West Garo Hills,Dadenggiri,Kangkaronggre A,2022-2023,462891,60,60,100.0
West Garo Hills,Dadenggiri,Madarigre,2022-2023,462892,116,116,100.0
West Garo Hills,Dadenggiri,Najokgre A,2022-2023,462893,55,55,100.0
